doi,cr_title,cr_container_title,cr_short_container_title,cr_volume,cr_issue,cr_page,cr_year
10.1073/pnas.1524384113,Molecular requirements for a pandemic influenza virus: An acid-stable hemagglutinin protein,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,6,1636-1641,2016
10.1073/pnas.1519132113,Revisiting the contemporary sea-level budget on global and regional scales,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,6,1504-1509,2016
10.1098/rspb.2015.2454,Global patterns in threats to vertebrates by biological invasions,Proceedings of the Royal Society B: Biological Sciences,Proc. R. Soc. B.,283,1823,20152454,2016
10.1016/j.cell.2015.12.025,Trim28 Haploinsufficiency Triggers Bi-stable Epigenetic Obesity,Cell,Cell,164,3,353-364,2016
10.1002/smll.201503402,Self-Restoration of Superhydrophobicity on Shape Memory Polymer Arrays with Both Crushed Microstructure and Damaged Surface Chemistry,Small,Small,13,4,1503402,2016
10.1126/sciadv.1500831,"Environment, host, and fungal traits predict continental-scale white-nose syndrome in bats",Science Advances,Sci. Adv.,2,1,e1500831,2016
10.1038/nclimate2927,Human influence on climate in the 2014 southern England winter floods and their impacts,Nature Climate Change,Nature Clim Change,6,6,627-634,2016
10.1038/ng.3501,Uncovering Listeria monocytogenes hypervirulence by harnessing its biodiversity,Nature Genetics,Nat Genet,48,3,308-313,2016
10.1073/pnas.1519019113,Oyster reproduction is affected by exposure to polystyrene microplastics,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,9,2430-2435,2016
10.1073/pnas.1524861113,An ecocultural model predicts Neanderthal extinction through competition with modern humans,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,8,2134-2139,2016
10.1038/ncomms10448,"GWAS of 89,283 individuals identifies genetic variants associated with self-reporting of being a morning person",Nature Communications,Nat Commun,7,1,NA,2016
10.1038/nature16534,Sub-particle reaction and photocurrent mapping to optimize catalyst-modified photoanodes,Nature,Nature,530,7588,77-80,2016
10.1038/530008c,Colour signals octopus fight,Nature,Nature,530,7588,8-8,2016
10.1038/530009b,Widest-known planetary orbit,Nature,Nature,530,7588,9-9,2016
10.1038/530009c,Unnatural shaking in California,Nature,Nature,530,7588,9-9,2016
10.1038/530009e,Archaea revealed from genomes,Nature,Nature,530,7588,9-9,2016
10.1523/jneurosci.2735-15.2016,Single-Cell Detection of Secreted Aβ and sAPPα from Human IPSC-Derived Neurons and Astrocytes,The Journal of Neuroscience,J. Neurosci.,36,5,1730-1746,2016
10.1523/jneurosci.3157-15.2016,Chronic Ampakine Treatments Stimulate Dendritic Growth and Promote Learning in Middle-Aged Rats,The Journal of Neuroscience,J. Neurosci.,36,5,1636-1646,2016
10.1002/2015gl066727,Running dry: The U.S. Southwest's drift into a drier climate state,Geophysical Research Letters,Geophys. Res. Lett.,43,3,1272-1279,2016
10.1016/j.cell.2015.12.034,Metabolic Heterogeneity in Human Lung Tumors,Cell,Cell,164,4,681-694,2016
10.1126/science.aac9976,Deformed wing virus is a recent global epidemic in honeybees driven by Varroa mites,Science,Science,351,6273,594-597,2016
10.1126/science.aad7270,Europes forest management did not mitigate climate warming,Science,Science,351,6273,597-600,2016
10.1016/j.devcel.2015.12.027,Maternal DNA Methylation Regulates Early Trophoblast Development,Developmental Cell,Developmental Cell,36,2,152-163,2016
10.3847/0004-637x/818/1/40,TRIANGULUM II: A VERY METAL-POOR AND DYNAMICALLY HOT STELLAR SYSTEM,The Astrophysical Journal,ApJ,818,1,40,2016
10.1021/jacs.5b13294,A Bismuth-Halide Double Perovskite with Long Carrier Recombination Lifetime for Photovoltaic Applications,Journal of the American Chemical Society,J. Am. Chem. Soc.,138,7,2138-2141,2016
10.1021/acs.est.5b05478,"Microplastics in the Terrestrial Ecosystem: Implications for Lumbricus terrestris (Oligochaeta, Lumbricidae)",Environmental Science & Technology,Environ. Sci. Technol.,50,5,2685-2691,2016
10.1111/nph.13870,"The mechanisms whereby the green algaChlorella ohadii, isolated from desert soil crust, exhibits unparalleled photodamage resistance",New Phytologist,New Phytol,210,4,1229-1243,2016
10.1038/ngeo2653,Limitations of rupture forecasting exposed by instantaneously triggered earthquake doublet,Nature Geoscience,Nature Geosci,9,4,330-336,2016
10.1098/rsbl.2015.0907,"Functionally relevant responses to human facial expressions of emotion in the domestic horse (
            Equus caballus
            )",Biology Letters,Biol. Lett.,12,2,20150907,2016
10.1038/530133a,Mammal with a dinosaur nose,Nature,Nature,530,7589,133-133,2016
10.1038/530133b,Languages have common structure,Nature,Nature,530,7589,133-133,2016
10.1038/530133c,Better battery with more juice,Nature,Nature,530,7589,133-133,2016
10.1038/530133d,Ocean plastic hurts oysters,Nature,Nature,530,7589,133-133,2016
10.1371/journal.pone.0148405,Males Under-Estimate Academic Performance of Their Female Peers in Undergraduate Biology Classrooms,PLOS ONE,PLoS ONE,11,2,e0148405,2016
10.1126/science.aad8386,A decade of sea level rise slowed by climate-driven hydrology,Science,Science,351,6274,699-703,2016
10.1088/1748-9326/11/2/024011,Water and climate risks to power generation with carbon capture and storage,Environmental Research Letters,Environ. Res. Lett.,11,2,024011,2016
10.1038/nnano.2015.343,Intraoperative diagnostics and elimination of residual microtumours with plasmonic nanobubbles,Nature Nanotechnology,Nature Nanotech,11,6,525-532,2016
10.1016/j.cell.2015.12.040,Dorsal Raphe Dopamine Neurons Represent the Experience of Social Isolation,Cell,Cell,164,4,617-631,2016
10.1038/srep20970,Critical assessment and ramifications of a purported marine trophic cascade,Scientific Reports,Sci Rep,6,1,NA,2016
10.1038/nbt.3413,A 3D bioprinting system to produce human-scale tissue constructs with structural integrity,Nature Biotechnology,Nat Biotechnol,34,3,312-319,2016
10.1038/530256a,Termites had first castes,Nature,Nature,530,7590,256-256,2016
10.1038/530256b,Bacterial version of an eyeball,Nature,Nature,530,7590,256-256,2016
10.1038/530256e,Power from water and graphene,Nature,Nature,530,7590,256-257,2016
10.1038/530257d,Cockroaches inspire robot,Nature,Nature,530,7590,257-257,2016
10.1021/acs.nanolett.6b00381,Design and Synthesis of Triangulated DNA Origami Trusses,Nano Letters,Nano Lett.,16,3,2108-2113,2016
10.1101/gr.196634.115,Model-based analyses of whole-genome data reveal a complex evolutionary history involving archaic introgression in Central African Pygmies,Genome Research,Genome Res.,26,3,291-300,2016
10.1002/adfm.201505123,Electrically Activated Paper Actuators,Advanced Functional Materials,Adv. Funct. Mater.,26,15,2446-2453,2016
10.1126/science.aad8588,Lactobacillus plantarum strain maintains growth of infant mice during chronic undernutrition,Science,Science,351,6275,854-857,2016
10.1186/s13321-016-0118-6,Effects of using structured templates for recalling chemistry experiments,Journal of Cheminformatics,J Cheminform,8,1,NA,2016
10.1021/jacs.5b12600,Design of Synthetic Polymer Nanoparticles That Facilitate Resolubilization and Refolding of Aggregated Positively Charged Lysozyme,Journal of the American Chemical Society,J. Am. Chem. Soc.,138,13,4282-4285,2016
10.1021/acs.chemmater.5b04419,"Intelligent Multifunctional VO2/SiO2/TiO2 Coatings for Self-Cleaning, Energy-Saving Window Panels",Chemistry of Materials,Chem. Mater.,28,5,1369-1376,2016
10.15252/embj.201592759,"Upstream
            ORF
            s are prevalent translational repressors in vertebrates",The EMBO Journal,EMBO J,35,7,706-723,2016
10.1126/sciadv.1501209,Nanoscale rotary apparatus formed from tight-fitting 3D DNA components,Science Advances,Sci. Adv.,2,2,e1501209,2016
10.1016/j.stem.2016.01.003,Reprogrammed Stomach Tissue as a Renewable Source of Functional β Cells for Blood Glucose Regulation,Cell Stem Cell,Cell Stem Cell,18,3,410-421,2016
10.1002/2015gl067189,Attribution of extreme weather and climate events overestimated by unreliable climate simulations,Geophysical Research Letters,Geophys. Res. Lett.,43,5,2158-2164,2016
10.1051/0004-6361/201628227,Constraints on the location of a possible 9th planet derived from theCassinidata,Astronomy & Astrophysics,A&A,587,NA,L8,2016
10.1038/srep21848,Cryptochrome 1 in Retinal Cone Photoreceptors Suggests a Novel Functional Role in Mammals,Scientific Reports,Sci Rep,6,1,NA,2016
10.1038/nn.4250,Recoding a cocaine-place memory engram to a neutral engram in the hippocampus,Nature Neuroscience,Nat Neurosci,19,4,564-567,2016
10.1073/pnas.1510825113,Parallel computation with molecular-motor-propelled agents in nanofabricated networks,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,10,2591-2596,2016
10.1073/pnas.1507055113,Dietary options and behavior suggested by plant biomarker evidence in an early human habitat,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,11,2874-2879,2016
10.1073/pnas.1516030113,Antarctic ice sheet sensitivity to atmospheric CO2 variations in the early to mid-Miocene,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,13,3453-3458,2016
10.1038/ncomms10698,Fear of large carnivores causes a trophic cascade,Nature Communications,Nat Commun,7,1,NA,2016
10.1038/530384a,Insulin from mini stomach,Nature,Nature,530,7591,384-384,2016
10.1038/530384b,How exercise helps to combat cancer,Nature,Nature,530,7591,384-384,2016
10.1038/530384c,Shells spark strong graphene fibre,Nature,Nature,530,7591,384-384,2016
10.1038/530385b,First super-Earth atmosphere,Nature,Nature,530,7591,385-385,2016
10.1038/530385e,Microbots dance in the light,Nature,Nature,530,7591,385-385,2016
10.1016/j.immuni.2015.12.022,Central Nervous System Stromal Cells Control Local CD8 + T Cell Responses during Virus-Induced Neuroinflammation,Immunity,Immunity,44,3,622-633,2016
10.1126/scitranslmed.aad6352,The tumor microenvironment and Immunoscore are critical determinants of dissemination to distant metastasis,Science Translational Medicine,Sci. Transl. Med.,8,327,327ra26-327ra26,2016
10.1021/jacs.5b13321,Structures of Reactive Donor/Acceptor and Donor/Donor Rhodium Carbenes in the Solid State and Their Implications for Catalysis,Journal of the American Chemical Society,J. Am. Chem. Soc.,138,11,3797-3805,2016
10.1093/mnras/stw077,Large-scale mass distribution in the Illustris simulation,Monthly Notices of the Royal Astronomical Society,Mon. Not. R. Astron. Soc.,457,3,3024-3035,2016
10.1016/j.cub.2015.12.071,Formin Is Associated with Left-Right Asymmetry in the Pond Snail and the Frog,Current Biology,Current Biology,26,5,654-660,2016
10.1126/science.aad5705,Palladium-tin catalysts for the direct synthesis of H2O2 with high selectivity,Science,Science,351,6276,965-968,2016
10.1016/j.celrep.2016.01.076,Specific Inhibition of β-Secretase Processing of the Alzheimer Disease Amyloid Precursor Protein,Cell Reports,Cell Reports,14,9,2127-2141,2016
10.7554/elife.10250,Tumor microenvironment derived exosomes pleiotropically modulate cancer cell metabolism,eLife,NA,5,NA,NA,2016
10.1073/pnas.1520244113,Efficient delivery of genome-editing proteins using bioreducible lipid nanoparticles,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,11,2868-2873,2016
10.1038/ncomms10815,A genome-wide association scan in admixed Latin Americans identifies loci influencing facial and scalp hair features,Nature Communications,Nat Commun,7,1,NA,2016
10.1098/rsbl.2016.0018,Enhanced call effort in Japanese tree frogs infected by amphibian chytrid fungus,Biology Letters,Biol. Lett.,12,3,20160018,2016
10.1016/j.neuron.2016.01.028,PET Imaging of Tau Deposition in the Aging Human Brain,Neuron,Neuron,89,5,971-982,2016
10.1242/jeb.127829,Surface tension dominates insect flight on fluid interfaces,The Journal of Experimental Biology,J Exp Biol,219,5,752-766,2016
10.1126/science.aac5082,Highly stretchable electroluminescent skin for optical signaling and tactile sensing,Science,Science,351,6277,1071-1074,2016
10.1038/nclimate2947,Timescales of transformational climate change adaptation in sub-Saharan African agriculture,Nature Climate Change,Nature Clim Change,6,6,605-609,2016
10.1002/2015gl067448,Emergence of heat extremes attributable to anthropogenic influences,Geophysical Research Letters,Geophys. Res. Lett.,43,7,3438-3443,2016
10.1073/pnas.1516867113,Integrated bioprocess for conversion of gaseous substrates to liquids,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,113,14,3773-3778,2016
