article_key,title,topic,citation,doi
/articles/474255c, Fluorescent cells turned into lasers,NA,Nature Photonics doi:10.1038/nphoton.2011.99 (2011),https://doi.org/10.1038/nphoton.2011.99
/articles/474255d, Recipe for a good catalyst,NA,Nature Chem. doi:10.1038/nchem.1069 (2011,https://doi.org/10.1038/nchem.1069
/articles/474255e, Movies of the body's bacteria,NA,"Genome Biol. 12, R50 (2011)",https://doi.org/10.1186/gb-2011-12-5-r50
/articles/474130a, Glacier modelling can reduce risks,NA,Geophys. Res. Lett. doi:10.1029/2011GL047536 (2011),https://doi.org/10.1029/2011GL047536
/articles/474130b, Antihydrogen held captive,NA,Nature Phys. doi:10.1038/nphys2025 (2011),https://doi.org/10.1038/nphys2025
/articles/474130c, Dinner date in Madagascar,NA,"C.R. Palevol 10, 271–278 (2011)",https://doi.org/10.1016/j.crpv.2011.01.006
/articles/474130d, Probing for pancreatic cancer,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1100890108 (2011),https://doi.org/10.1073/pnas.1100890108
/articles/474130e, Light threaded through tiny gap,NA,Nature Commun. doi:10.1038/ncomms1315 (2011),https://doi.org/10.1038/ncomms1315
/articles/474131a, Switching strength on or off,NA,"Science 332, 1179–1182 (2011)",https://doi.org/10.1126/science.1202190
/articles/474131b," Permafrost thaws, wetlands shrink",NA,Nature Geosci. doi:10.1038/ngeo1160 (2011),https://doi.org/10.1038/ngeo1160
/articles/474131c, Cells sense house dust,NA,J. Exp. Med. doi:10.1084/jem.20102229 (2011),https://doi.org/10.1084/jem.20102229
/articles/474131d," Stinky, stocky and stripy for a reason",NA,Evolution doi:10.1111/j.1558-5646.2011.01334.x (2011),https://doi.org/10.1111/j.1558-5646.2011.01334.x
/articles/474131e, How cancer cells survive stress,NA,"Genes Dev. 25, 1041–1051 (2011)",https://doi.org/10.1101/gad.1987211
/articles/473422a," Stronger smell, bigger brain",NA,"Science 332, 955–957 (2011)",https://doi.org/10.1126/science.1203117
/articles/473422b, Scenes deciphered from spaces,NA,"J. Neurosci. 31, 7322–7333 (2011)",https://doi.org/10.1523/JNEUROSCI.4588-10.2011
/articles/473422c, Parasites make their hosts hide,NA,Evolution doi:10.1111/j.1558-5646.2011.01330.x (2011),https://doi.org/10.1111/j.1558-5646.2011.01330.x
/articles/473422d, Glacial biography of Greenland,NA,Geophys. Res. Lett. doi:10.1029/2011GL047565 (2011),https://doi.org/10.1029/2011GL047565
/articles/473423a, Bacterial chemical factories,NA,Nature Chem. Biol. doi:10.1038/nchembio.580 (2011),https://doi.org/10.1038/nchembio.580
/articles/473423b, Rapid recovery from stroke,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1101914108 (2011),https://doi.org/10.1073/pnas.1101914108
/articles/473423c, Genetics of malaria severity,NA,"PLoS Genet. 7, e1002066 (2011)",https://doi.org/10.1371/journal.pgen.1002066
/articles/473423d, Carbon monoxide on Pluto,NA,"Astron. Astrophys. 530, L4 (2011)",https://doi.org/10.1051/0004-6361/201116954
/articles/473423e, Radiation's double whammy,NA,"Cancer Cell 19, 640–651 (2011)",https://doi.org/10.1016/j.ccr.2011.03.011
/articles/473423f, See-through solar cells,NA,"Appl. Phys. Lett. 98, 113305 (2011)",https://doi.org/10.1063/1.3567516
/articles/473256a, Warblers of the underwater world,NA,Proc. R. Soc. B doi:10.1098/rspb.2011.0656 (2011),https://doi.org/10.1098/rspb.2011.0656
/articles/473256b, Starved cells turn on themselves,NA,"Cell Metab. 13, 517–526 (2011)",https://doi.org/10.1016/j.cmet.2011.02.018
/articles/473256c, Strike a pose and hide,NA,Proc. R. Soc. B doi:10.1098/rspb.2011.0196 (2011),https://doi.org/10.1098/rspb.2011.0196
/articles/473256d, Designer proteins target flu,NA,"Science 332, 816–821 (2011)",https://doi.org/10.1126/science.1202617
/articles/473257a, Blocking brain inflammation,NA,https://doi.org/10.1038/473257a,https://doi.org/10.1038/473257a
/articles/473257b, Awakening a fault line within,NA,Geophys. Res. Lett. doi:10.1029/2011GL047226 (2011),https://doi.org/10.1029/2011GL047226
/articles/473257c, Achieving spin control,NA,Nature Phys. doi: 10.1038/nphys1999 (2011),https://doi.org/10.1038/nphys1999
/articles/473257d, Taming psoriasis with vitamin D,NA,"Sci. Trans. Med. 3, 82ra38 (2011)",https://doi.org/10.1126/scitranslmed.3002001
/articles/473257e, Diamond lighter than a feather,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1010600108 (2011),https://doi.org/10.1073/pnas.1010600108
/articles/473257f, A search for depression genes,NA,"Neuron 70, 252–265 (2011)",https://doi.org/10.1016/j.neuron.2011.04.005
/articles/473126a, To make a new species,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1102811108 (2011),https://doi.org/10.1073/pnas.1102811108
/articles/473126b, NMR without the magnet,NA,Nature Phys. doi:10.1038/nphys1986 (2011),https://doi.org/10.1038/nphys1986
/articles/473126c, Methane rises from wetlands,NA,"Atmos. Chem. Phys. 11, 3689–3700 (2011)",https://doi.org/10.5194/acp-11-3689-2011
/articles/473126d, Gene for malarial drug dodging,NA,https://doi.org/10.1038/473126d,https://doi.org/10.1038/473126d
/articles/473126e, Sea urchins 'see' with their feet,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1018495108 (2011),https://doi.org/10.1073/pnas.1018495108
/articles/473127a, Light switch at the speed of light,NA,"Appl. Phys. Lett. 98, 161114 (2011)",https://doi.org/10.1063/1.3580615
/articles/473127b,: Deeper insight into a single cell,NA,"Science 332, 687–696 (2011)",https://doi.org/10.1126/science.1198704
/articles/473127c, Protein maker and gene regulator,NA,"Cell 145, 383–397 (2011)",https://doi.org/10.1016/j.cell.2011.03.028
/articles/473127d, Heat hurts crop production,NA,Science doi:10.1126/science.1204531 (2011),https://doi.org/10.1126/science.1204531
/articles/473127e, Solar cells improve with acid,NA,Nano Lett. doi:10.1021/nl2002632 (2011),https://doi.org/10.1021/nl2002632
/articles/473008a, Jellyfish eyes on the sky,NA,https://doi.org/10.1038/473008a,https://doi.org/10.1038/473008a
/articles/473008b, Bigger screens with nanotubes,NA,"Science 332, 570–573 (2011)",https://doi.org/10.1126/science.1203052
/articles/473008c, Understudy takes on tortoise's role,NA,Curr. Biol. doi:10.1016/j.cub.2011.03.042 (2011),https://doi.org/10.1016/j.cub.2011.03.042
/articles/473008d, A guided tour of the genome,NA,"PLoS Biol. 9, e1001046 (2011)",https://doi.org/10.1371/journal.pbio.1001046
/articles/473009a, Fusing rings with fluorine,NA,"Science 332, 574–577 (2011)",https://doi.org/10.1126/science.1202432
/articles/473009b, Monkey recalls what monkey saw,NA,https://doi.org/10.1038/473009b,https://doi.org/10.1038/473009b
/articles/473009c, Worm-proofing the gut,NA,J. Exp. Med. doi:10.1084/jem.20102057 (2011),https://doi.org/10.1084/jem.20102057
/articles/473009d, A tsunami's trip around the world,NA,Geophys. Res. Lett. doi:10.1029/2011GL047026 (2011),https://doi.org/10.1029/2011GL047026
/articles/473009e, Diabetes drug affects the brain,NA,Nature Med. doi:10.1038/nm.2349 (2011),https://doi.org/10.1038/nm.2349
/articles/473009f, Hunting for birth-timing genes,NA,"PLoS Genet. 7, e1001365 (2011)",https://doi.org/10.1371/journal.pgen.1001365
/articles/472392a," More rain, more virus",NA,Am. Nat. doi:10.1086/659632 (2011),https://doi.org/10.1086/659632
/articles/472392b, Alkanes to amines by bromine,NA,https://doi.org/10.1038/472392b,https://doi.org/10.1038/472392b
/articles/472392c, Better X-ray vision,NA,https://doi.org/10.1038/472392c,https://doi.org/10.1038/472392c
/articles/472392d, The keys to hepatitis entry,NA,Nature Med. doi:10.1038/nm.2341 (2011),https://doi.org/10.1038/nm.2341
/articles/472392e, Antibiotics aided by other drugs,NA,Nature Chem. Biol. doi:10.1038/nchembio.559 (2011),https://doi.org/10.1038/nchembio.559
/articles/472393a, Aerosols pose climate dangers,NA,Clim. Change doi:10.1007/s10584-010-9961-z (2011),https://doi.org/10.1007/s10584-010-9961-z
/articles/472393b, Patching up the heart,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1104619108 (2011),https://doi.org/10.1073/pnas.1104619108
/articles/472393c, Sugar cane cools climate,NA,Nature Clim. Change doi:10.1038/nclimate1067 (2011),https://doi.org/10.1038/nclimate1067
/articles/472393d, Plant networks crowd neighbours,NA,Am. Nat. doi:10.1086/659633 (2011),https://doi.org/10.1086/659633
/articles/472393e, Immune cells promote metastasis,NA,https://doi.org/10.1038/472393e,https://doi.org/10.1038/472393e
/articles/472262a, Jonah and the waterfowl,NA,"Palaios 26, 245–249 (2011)",https://doi.org/10.2110/palo.2010.p10-095r
/articles/472262b, Sharper cosmic pencils,NA,Astrophys. J. 731 113 (2011),https://doi.org/10.1088/0004-637X/731/2/113
/articles/472262c, Stubborn virus grows in sinus,NA,Nature Med. doi:10.1038/nm.2358 (2011),https://doi.org/10.1038/nm.2358
/articles/472262d, New ways to change fates,NA,Cell Stem Cell 8 376–388 (2011),https://doi.org/10.1016/j.stem.2011.03.001
/articles/472262e, A liquid of photons,NA,"Phys. Rev. Lett. 106, 153601 (2011)",https://doi.org/10.1103/PhysRevLett.106.153601
/articles/472263a," A stable, riderless bicycle",NA,"Science 332, 339–342 (2011)",https://doi.org/10.1126/science.1201959
/articles/472263b, Diversity beats ability,NA,"Anim. Behav. 81, 941–948 (2011)",https://doi.org/10.1016/j.anbehav.2010.12.018
/articles/472263c, Laying siege to cancer,NA,Genes Dev. doi:10.1101/gad.2038411 (2011),https://doi.org/10.1101/gad.2038411
/articles/472263d, Sea ice penguin theory sinks,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1016560108 (2011),https://doi.org/10.1073/pnas.1016560108
/articles/472263e, Sleep deprivation: a risky business,NA,"J. Neurosci. 31, 3712–3718 (2011)",https://doi.org/10.1523/JNEUROSCI.4407-10.2011
/articles/472138a, Hidden in plain sight,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1014629108 (2011),https://doi.org/10.1073/pnas.1014629108
/articles/472138b, Map of missing and extra DNA,NA,Genome Res. doi:10.1101/gr.115907.110 (2011),https://doi.org/10.1101/gr.115907.110
/articles/472138c, Fabricating a graphene foam,NA,Nature Mater. doi:10.1038/nmat3001 (2011),https://doi.org/10.1038/nmat3001
/articles/472138d, Animals go 'blue' with temperature,NA,J. Anim. Ecol. doi:10.1111/j.1365-2656.2011.01833.x (2011),https://doi.org/10.1111/j.1365-2656.2011.01833.x
/articles/472139a, Birds with beauty — and brains,NA,Biol. Lett. doi:10.1098/rsbl.2011.0163 (2011),https://doi.org/10.1098/rsbl.2011.0163
/articles/472139b, Saturated fats up inflammation,NA,Nature Immunol. doi:10.1038/ni.2022 (2011),https://doi.org/10.1038/ni.2022
/articles/472139c, Stem-cell genes linked to relapse,NA,https://doi.org/10.1038/472139c,https://doi.org/10.1038/472139c
/articles/472139d, Cold spells in a warm world,NA,Geophys. Res. Lett. doi:10.1029/2011GL047103 (2011),https://doi.org/10.1029/2011GL047103
/articles/472139e," No DNA needed, RNA goes solo",NA,"Science 332, 209–212 (2011)",https://doi.org/10.1126/science.1200752
/articles/472139f, Laser from a tiny wire,NA,"Nano Lett. 11, 1122–1126 (2011)",https://doi.org/10.1021/nl1040308
/articles/472008a, How to fold a rigid bag,NA,Proc. R. Soc. A doi:10.1098/rspa.2011.0120 (2011),https://doi.org/10.1098/rspa.2011.0120
/articles/472008b, Malaria drug shrinks tumours,NA,Genes Dev. doi:10.1101/gad.2016111 (2011),https://doi.org/10.1101/gad.2016111
/articles/472008c, Painting and shaping pillars,NA,Nano Lett. doi:10.1021/nl200426g (2011),https://doi.org/10.1021/nl200426g
/articles/472008d, Remains in ancient cave get younger,NA,"J. Hum. Evol. 60, 523–539 (2011)",https://doi.org/10.1016/j.jhevol.2010.09.001
/articles/472008e, Comets gave rings their ripples,NA,Science doi:10.1126/science.1202238 (2011),https://doi.org/10.1126/science.1202238
/articles/472009a, Fine-tuning polymerization,NA,https://doi.org/10.1038/472009a,https://doi.org/10.1038/472009a
/articles/472009b, Bad for your teeth?,NA,Proc. R. Soc. B doi:10.1098/rspb.2010.1939 (2010),https://doi.org/10.1098/rspb.2010.1939
/articles/472009c, The giant rabbits of Minorca,NA,https://doi.org/10.1038/472009c,https://doi.org/10.1038/472009c
/articles/472009d, Getting through a drowning machine,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1015183108 (2011),https://doi.org/10.1073/pnas.1015183108
/articles/472009e, Starved cells opt for quiescence,NA,https://doi.org/10.1038/472009e,https://doi.org/10.1038/472009e
/articles/471550a, North America's first tool users?,NA,"Science 331, 1599–1603 (2011)",https://doi.org/10.1126/science.1201855
/articles/471550b, An embarrassment of planets,NA,"Astron. Astrophys. 528, A112 (2011)",https://doi.org/10.1051/0004-6361/201015577
/articles/471550c, Vesicles form with pH shift,NA,Angew. Chem. Int. Edn doi:10.1002/anie.201007401 (2011),https://doi.org/10.1002/anie.201007401
/articles/471550d," Hide no more, tumour",NA,"Science 331, 1612–1616 (2011)",https://doi.org/10.1126/science.1198443
/articles/471551a," No sleep, better mood",NA,"J. Neurosci. 31, 4466–4474 (2011)",https://doi.org/10.1523/JNEUROSCI.3220-10.2011
/articles/471551b, Tiny swimmers trapped by lasers,NA,"J. Opt. 13, 044024 (2011)",https://doi.org/10.1088/2040-8978/13/4/044024
/articles/471551c, Feasting fish scatter seeds,NA,Proc. R. Soc. B doi:10.1098/rspb.2011.0155 (2011),https://doi.org/10.1098/rspb.2011.0155
/articles/471551d, Early farmers caused floods,NA,"Geology 39, 363–366 (2011)",https://doi.org/10.1130/G31596.1
/articles/471551e, The roots of insulin production,NA,"Cell Stem Cell 8, 281–293 (2011)",https://doi.org/10.1016/j.stem.2011.01.015
/articles/471412a, Better fragmented than lost,NA,Ecology doi:10.1890/10-0627.1 (2011),https://doi.org/10.1890/10-0627.1
/articles/471412b, Liver cancer lifeline found,NA,Cancer Cell doi:10.1016/j.ccr.2011.01.040 (2011),https://doi.org/10.1016/j.ccr.2011.01.040
/articles/471412c, Plot twist for proteins,NA,Science doi:10.1126/science.1202793 (2011),https://doi.org/10.1126/science.1202793
/articles/471412d, An 'electric' force for neutral atoms,NA,Nature Phys. doi:10.1038/nphys1954 (2011),https://doi.org/10.1038/nphys1954
/articles/471413a, Methane rain falls on Titan,NA,https://doi.org/10.1038/471413a,https://doi.org/10.1038/471413a
/articles/471413b, Copper makes for selectivity,NA,Nature Chem. doi:10.1038/nchem.1009 (2011),https://doi.org/10.1038/nchem.1009
/articles/471413c, How the chicken's neck got naked,NA,https://doi.org/10.1038/471413c,https://doi.org/10.1038/471413c
/articles/471413d, Melting of the third pole,NA,https://doi.org/10.1038/471413d,https://doi.org/10.1038/471413d
/articles/471413e, Sugary coat of armour,NA,Mol. Microbiol. doi:10.1111/j.1365-2958.2011.07582.x (2011),https://doi.org/10.1111/j.1365-2958.2011.07582.x
/articles/471413f, Skeleton boosts stud quotient,NA,https://doi.org/10.1038/471413f,https://doi.org/10.1038/471413f
/articles/471268a, Seeing cells with sheets of light,NA,Nature Methods doi:10.1038/nmeth.1586 (2011),https://doi.org/10.1038/nmeth.1586
/articles/471268b," Faster ice melt, higher sea levels",NA,Geophys. Res. Lett. doi:10.1029/2011GL046583 (2011),https://doi.org/10.1029/2011GL046583
/articles/471268c, Chickens feel for each other,NA,Proc. R. Soc. B doi:10.1098/rspb.2010.2701 (2011),https://doi.org/10.1098/rspb.2010.2701
/articles/471268d, Cell support for memory,NA,"Cell 144, 810–823 (2011)",https://doi.org/10.1016/j.cell.2011.02.018
/articles/471269a, New-looking old galaxies,NA,"Astron. Astrophys. 526, A133 (2011)",https://doi.org/10.1051/0004-6361/201016084
/articles/471269b, Stopping the cellular pump,NA,Cell doi:10.1016/j.cell.2011.02.022 (2011),https://doi.org/10.1016/j.cell.2011.02.022
/articles/471269c, Fine-tuning optical fibres,NA,Adv. Mater. doi:10.1002/adma.201003214 (2011),https://doi.org/10.1002/adma.201003214
/articles/471269d, Brain fluid spurs stem cells,NA,"Neuron 69, 893–905 (2011)",https://doi.org/10.1016/j.neuron.2011.01.023
/articles/471269e, Feedback loop in lupus,NA,"Sci. Trans. Med. 3, 73ra19 (2011)",https://doi.org/10.1126/scitranslmed.3001180
/articles/471269f, New proteins from neighbours,NA,"PLoS Genet. 7, e1001284 (2011)",https://doi.org/10.1371/journal.pgen.1001284
/articles/471138a, Glacier grows from below,NA,Science doi:10.1126/science.1200109 (2011),https://doi.org/10.1126/science.1200109
/articles/471138b, Prenatal test for Down's syndrome,NA,Nature Med. doi:10.1038/nm.2312 (2011),https://doi.org/10.1038/nm.2312
/articles/471138c, Fish that feed through their skin,NA,Proc. R. Soc. B doi:10.1098/rspb.2010.2784 (2011),https://doi.org/10.1098/rspb.2010.2784
/articles/471138d, Where did the xenon go?,NA,J. Am. Chem. Soc. doi:10.1021/ja110618g (2011),https://doi.org/10.1021/ja110618g
/articles/471138e, Sharks swim with direction,NA,J. Anim. Ecol. doi: 10.1111/j.1365-2656.2011.01815.x (2011),https://doi.org/10.1111/j.1365-2656.2011.01815.x
/articles/471139a, Solar cells take a stretch,NA,Adv. Mater. doi:10.1002/adma.201004426 (2011),https://doi.org/10.1002/adma.201004426
/articles/471139b, A changing eye on the world,NA,EvoDevo doi:10.1186/2041-9139-2-6 (2011),https://doi.org/10.1186/2041-9139-2-6
/articles/471139c, Tagging the TB bacterium,NA,Nature Chem. Biol. doi:10.1038/nchembio.539 (2011),https://doi.org/10.1038/nchembio.539
/articles/471139d, Stone Age home by the sea,NA,"Science 331, 1181–1184 (2011) 10.1126/science.1201477",https://doi.org/10.1126/science.1201477
/articles/471139e, Stressing out cancer cells,NA,"Cell 144, 499–512 (2011) 10.1016/j.cell.2011.01.017",https://doi.org/10.1016/j.cell.2011.01.017
/articles/471008a, More sneezing in a warmer world,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1014107108 (2011),https://doi.org/10.1073/pnas.1014107108
/articles/471008b, A mammalian change of heart,NA,https://doi.org/10.1038/471008b,https://doi.org/10.1038/471008b
/articles/471008c, Identifying reef fish at risk,NA,Ecol. Lett. doi:10.1111/j.1461-0248.2011.01592.x (2011),https://doi.org/10.1111/j.1461-0248.2011.01592.x
/articles/471008d, Think of yourself when quitting,NA,https://doi.org/10.1038/471008d,https://doi.org/10.1038/471008d
/articles/471009a, Predators trigger plankton stealth,NA,Proc. Natl Acad. Sci. USA doi:10.1073/pnas.1011870108 (2011),https://doi.org/10.1073/pnas.1011870108
/articles/471009b, Farm kids benefit from microbes,NA,"N. Engl. J. Med. 364, 701–709 (2011)",https://doi.org/10.1056/NEJMoa1007302
/articles/471009c, Sea-ice models don't measure up,NA,J. Clim. doi:10.1175/2011JCLI4146.1 (2011),https://doi.org/10.1175/2011JCLI4146.1
/articles/471009d, Clues from big-hearted mice,NA,J. Clin. Invest. doi:10.1172/JCI44929 (2011),https://doi.org/10.1172/JCI44929
/articles/471009e, Slip and slide pores for sensors,NA,Nature Nanotechnol. doi:10.1038/NNANO.2011.12 (2011),https://doi.org/10.1038/NNANO.2011.12
